pressure,temperature
28.56,4.24
28.58,4.25
28.6,4.2700000000000005
28.63,4.2700000000000005
28.64,4.2700000000000005
28.66,4.29
28.68,4.29
28.69,4.2700000000000005
28.7,4.29
28.71,4.29
28.72,4.32
28.74,4.33
28.75,4.33
28.76,4.34
28.76,4.34
28.77,4.35
28.78,4.34
28.79,4.32
28.79,4.33
28.79,4.33
28.8,4.34
28.8,4.33
28.81,4.3100000000000005
28.81,4.32
28.81,4.3100000000000005
28.8,4.33
28.81,4.33
28.81,4.34
28.82,4.36
28.82,4.37
28.83,4.39
28.84,4.37
28.85,4.35
28.85,4.33
28.85,4.36
28.84,4.35
28.84,4.34
28.83,4.32
28.83,4.32
28.82,4.34
28.83,4.32
28.83,4.34
28.82,4.32
28.83,4.32
28.82,4.35
28.82,4.39
28.83,4.41
28.82,4.36
28.82,4.35
28.82,4.32
28.82,4.33
28.82,4.32
28.82,4.33
28.83,4.35
28.83,4.35
28.83,4.34
28.84,4.37
28.84,4.35
28.85,4.37
28.85,4.37
28.85,4.33
28.84,4.33
28.85,4.32
28.84,4.34
28.83,4.32
28.83,4.32
28.83,4.3100000000000005
28.83,4.32
28.82,4.33
28.83,4.34
28.83,4.33
28.84,4.37
28.84,4.34
28.85,4.35
28.84,4.34
28.84,4.34
28.84,4.35
28.85,4.36
28.85,4.34
28.85,4.36
28.85,4.34
28.85,4.37
28.84,4.35
28.84,4.35
28.84,4.35
28.84,4.35
28.85,4.35
28.84,4.35
28.85,4.38
28.84,4.35
28.85,4.35
28.84,4.35
28.84,4.36
28.84,4.35
28.84,4.35
28.84,4.35
28.85,4.37
28.84,4.38
28.85,4.34
28.84,4.35
28.84,4.35
28.83,4.33
28.83,4.35
28.83,4.34
28.83,4.33
28.82,4.35
28.82,4.39
28.82,4.38
28.82,4.37
28.82,4.34
28.82,4.36
28.82,4.4
28.83,4.42
28.85,4.41
28.86,4.42
28.88,4.43
28.9,4.4399999999999995
28.91,4.43
28.92,4.4399999999999995
28.93,4.45
28.95,4.470000000000001
28.96,4.5
28.96,4.51
28.97,4.470000000000001
28.98,4.5
28.99,4.470000000000001
28.99,4.46
28.99,4.46
29.0,4.470000000000001
29.01,4.51
29.02,4.5
29.02,4.49
29.03,4.49
29.03,4.49
29.03,4.51
29.05,4.5200000000000005
29.05,4.529999999999999
29.05,4.51
29.06,4.51
29.07,4.5200000000000005
29.07,4.5200000000000005
29.08,4.529999999999999
29.08,4.5200000000000005
29.08,4.51
29.08,4.55
29.09,4.55
29.09,4.54
29.1,4.529999999999999
29.11,4.529999999999999
29.11,4.51
29.11,4.51
29.11,4.51
29.11,4.529999999999999
29.11,4.5200000000000005
29.11,4.51
29.11,4.5200000000000005
29.11,4.55
29.12,4.57
29.12,4.5600000000000005
29.12,4.529999999999999
29.12,4.5200000000000005
29.12,4.5200000000000005
29.12,4.51
29.11,4.49
29.1,4.4799999999999995
29.11,4.5200000000000005
29.11,4.529999999999999
29.12,4.55
29.12,4.529999999999999
29.12,4.5600000000000005
29.12,4.54
29.12,4.54
29.12,4.55
29.13,4.5200000000000005
29.12,4.51
29.12,4.529999999999999
29.12,4.51
29.13,4.51
29.13,4.529999999999999
29.14,4.5200000000000005
29.14,4.55
29.14,4.57
29.14,4.55
29.13,4.529999999999999
29.13,4.5200000000000005
29.13,4.51
29.13,4.51
29.13,4.51
29.13,4.529999999999999
29.13,4.529999999999999
29.13,4.529999999999999
29.13,4.5200000000000005
29.14,4.529999999999999
29.15,4.529999999999999
29.14,4.529999999999999
29.15,4.54
29.15,4.54
29.15,4.529999999999999
29.15,4.529999999999999
29.15,4.51
29.15,4.5200000000000005
29.14,4.51
29.15,4.529999999999999
29.15,4.529999999999999
29.15,4.529999999999999
29.15,4.55
29.15,4.54
29.15,4.5600000000000005
29.15,4.55
29.15,4.529999999999999
29.15,4.529999999999999
29.15,4.5200000000000005
29.15,4.529999999999999
29.15,4.55
29.15,4.529999999999999
29.15,4.55
29.15,4.57
29.15,4.57
29.15,4.5600000000000005
29.15,4.54
29.15,4.529999999999999
29.15,4.54
29.15,4.55
29.15,4.5200000000000005
29.15,4.5
29.15,4.529999999999999
29.15,4.54
29.15,4.529999999999999
29.15,4.529999999999999
29.15,4.5600000000000005
29.15,4.57
29.16,4.59
29.18,4.67
29.19,4.68
29.2,4.68
29.21,4.67
29.23,4.67
29.24,4.66
29.25,4.65
29.26,4.6899999999999995
29.28,4.75
29.29,4.7299999999999995
29.3,4.7299999999999995
29.31,4.71
29.31,4.68
29.32,4.6899999999999995
29.32,4.68
29.33,4.7
29.34,4.74
29.34,4.779999999999999
29.35,4.779999999999999
29.36,4.75
29.37,4.7299999999999995
29.38,4.7299999999999995
29.37,4.7299999999999995
29.38,4.720000000000001
29.38,4.71
29.38,4.7299999999999995
29.38,4.720000000000001
29.39,4.75
29.4,4.75
29.4,4.75
29.41,4.75
29.41,4.7299999999999995
29.41,4.75
29.41,4.75
29.41,4.7299999999999995
29.41,4.7299999999999995
29.42,4.720000000000001
29.42,4.720000000000001
29.43,4.7299999999999995
29.43,4.7299999999999995
29.43,4.79
29.44,4.75
29.43,4.74
29.43,4.7299999999999995
29.44,4.7299999999999995
29.44,4.7299999999999995
29.44,4.7299999999999995
29.44,4.75
29.44,4.7299999999999995
29.44,4.720000000000001
29.44,4.71
29.44,4.7
29.44,4.7299999999999995
29.44,4.74
29.44,4.7299999999999995
29.46,4.76
29.46,4.7700000000000005
29.46,4.75
29.46,4.74
29.46,4.7299999999999995
29.47,4.74
29.47,4.76
29.47,4.8
29.47,4.79
29.47,4.75
29.47,4.7700000000000005
29.47,4.76
29.47,4.76
29.47,4.74
29.47,4.75
29.47,4.75
29.47,4.76
29.47,4.7700000000000005
29.47,4.75
29.47,4.7299999999999995
29.47,4.75
29.47,4.75
29.47,4.74
29.48,4.74
29.48,4.7299999999999995
29.47,4.7299999999999995
29.47,4.76
29.48,4.74
29.48,4.7299999999999995
29.47,4.71
29.47,4.6899999999999995
29.47,4.6899999999999995
29.47,4.6899999999999995
29.47,4.6899999999999995
29.47,4.7
29.47,4.71
29.47,4.7299999999999995
29.47,4.71
29.47,4.7
29.47,4.71
29.47,4.7299999999999995
29.47,4.7
29.47,4.7
29.47,4.7
29.47,4.7
29.47,4.7
29.47,4.71
29.47,4.71
29.47,4.6899999999999995
29.47,4.68
29.46,4.68
29.45,4.68
29.45,4.67
29.46,4.68
29.46,4.68
29.46,4.7
29.46,4.71
29.46,4.6899999999999995
29.46,4.6899999999999995
29.46,4.71
29.46,4.7
29.46,4.7299999999999995
29.47,4.7299999999999995
29.47,4.75
29.48,4.79
29.49,4.82
29.5,4.83
29.51,4.82
29.51,4.82
29.51,4.82
29.51,4.8100000000000005
29.52,4.82
29.53,4.83
29.54,4.85
29.54,4.88
29.56,4.89
29.56,4.91
29.57,4.87
29.57,4.88
29.57,4.89
29.57,4.87
29.57,4.87
29.58,4.87
29.58,4.87
29.59,4.87
29.6,4.89
29.6,4.89
29.6,4.89
29.6,4.86
29.6,4.85
29.6,4.87
29.61,4.88
29.61,4.87
29.62,4.87
29.62,4.87
29.63,4.87
29.62,4.87
29.63,4.86
29.63,4.86
29.63,4.86
29.63,4.86
29.63,4.85
29.63,4.85
29.63,4.84
29.63,4.85
29.63,4.84
29.63,4.85
29.64,4.86
29.64,4.89
29.64,4.88
29.65,4.89
29.65,4.9
29.65,4.9
29.65,4.88
29.64,4.87
29.65,4.85
29.64,4.85
29.64,4.87
29.64,4.85
29.65,4.86
29.65,4.89
29.65,4.87
29.66,4.87
29.66,4.87
29.66,4.87
29.66,4.85
29.66,4.87
29.66,4.88
29.66,4.88
29.66,4.87
29.66,4.85
29.66,4.87
29.67,4.86
29.67,4.85
29.67,4.86
29.67,4.89
29.67,4.89
29.67,4.87
29.67,4.89
29.68,4.87
29.67,4.87
29.67,4.88
29.67,4.87
29.67,4.87
29.67,4.86
29.67,4.86
29.67,4.86
29.67,4.87
29.68,4.85
29.67,4.85
29.67,4.86
29.68,4.85
29.68,4.85
29.67,4.88
29.67,4.86
29.67,4.87
29.68,4.88
29.68,4.87
29.68,4.89
29.68,4.88
29.68,4.88
29.67,4.87
29.68,4.88
29.67,4.89
29.68,4.87
29.67,4.85
29.67,4.83
29.67,4.79
29.67,4.84
29.68,4.85
29.67,4.85
29.67,4.87
29.67,4.87
29.67,4.86
29.67,4.84
29.67,4.87
29.67,4.86
29.67,4.85
29.67,4.82
29.67,4.84
29.67,4.86
29.69,4.89
29.7,4.93
29.71,4.9799999999999995
29.72,5.0200000000000005
29.73,5.0600000000000005
29.73,5.05
29.74,5.0600000000000005
29.74,5.09
29.74,5.1
29.75,5.09
29.75,5.07
29.75,5.08
29.75,5.08
29.76,5.09
29.77,5.09
29.77,5.11
29.76,5.09
29.77,5.07
29.76,5.0600000000000005
29.76,5.04
29.76,5.029999999999999
29.76,5.029999999999999
29.75,5.05
29.76,5.08
29.77,5.09
29.78,5.09
29.77,5.08
29.77,5.07
29.77,5.0600000000000005
29.77,5.029999999999999
29.77,5.0600000000000005
29.77,5.07
29.76,5.04
29.76,5.0200000000000005
29.76,5.0200000000000005
29.76,5.01
29.76,5.01
29.77,5.04
29.77,5.0600000000000005
29.78,5.07
29.77,5.08
29.77,5.08
29.77,5.0600000000000005
29.77,5.05
29.77,5.029999999999999
29.77,5.0200000000000005
29.77,5.029999999999999
29.77,5.029999999999999
29.77,5.029999999999999
29.77,5.029999999999999
29.77,5.0600000000000005
29.77,5.0600000000000005
29.78,5.05
29.77,5.0600000000000005
29.77,5.07
29.77,5.05
29.77,5.05
29.77,5.05
29.77,5.0600000000000005
29.77,5.0600000000000005
29.77,5.08
29.77,5.08
29.77,5.05
29.77,5.05
29.77,5.029999999999999
29.77,5.04
29.77,5.029999999999999
29.77,5.04
29.77,5.029999999999999
29.78,5.05
29.78,5.0600000000000005
29.79,5.07
29.78,5.07
29.79,5.0600000000000005
29.78,5.04
29.78,5.029999999999999
29.78,5.029999999999999
29.79,5.029999999999999
29.79,5.07
29.79,5.0600000000000005
29.79,5.08
29.8,5.0600000000000005
29.79,5.05
29.78,5.05
29.78,5.04
29.78,5.029999999999999
29.78,5.05
29.78,5.05
29.79,5.0600000000000005
29.79,5.04
29.78,5.01
29.78,5.04
29.77,5.04
29.77,5.0200000000000005
29.77,5.01
29.77,5.0
29.77,5.0200000000000005
29.77,5.029999999999999
29.77,5.01
29.77,5.029999999999999
29.78,5.0200000000000005
29.77,5.04
29.78,5.05
29.77,5.029999999999999
29.77,5.029999999999999
29.78,5.0200000000000005
29.78,5.01
29.77,5.01
29.77,5.01
29.77,5.01
29.77,5.01
29.77,5.01
29.77,5.0
29.77,5.0
29.77,5.0200000000000005
29.77,5.0
29.77,5.01
29.77,5.029999999999999
29.76,5.029999999999999
29.77,5.01
29.77,5.0
29.76,5.01
29.77,5.01
29.77,5.04
29.77,5.029999999999999
29.77,5.01
29.77,5.01
29.76,5.01
29.77,5.0
29.76,5.0
29.76,5.0
29.76,4.99
29.76,5.01
29.76,5.0200000000000005
29.76,5.01
29.76,5.0200000000000005
29.76,5.0200000000000005
29.76,5.029999999999999
29.76,5.0200000000000005
29.76,5.029999999999999
29.77,5.05
29.77,5.05
29.76,5.04
29.76,5.0200000000000005
29.76,5.01
29.76,5.029999999999999
29.76,5.029999999999999
29.75,5.01
29.76,4.99
29.75,5.0
29.75,5.01
29.76,5.0200000000000005
29.76,5.0200000000000005
29.76,5.0200000000000005
29.76,5.05
29.76,5.05
29.76,5.07
29.77,5.0600000000000005
29.77,5.05
29.76,5.05
29.77,5.0600000000000005
29.77,5.07
29.77,5.0600000000000005
29.77,5.05
29.76,5.0600000000000005
29.76,5.05
29.76,5.0600000000000005
29.75,5.0600000000000005
29.75,5.04
29.75,5.029999999999999
29.75,5.04
29.75,5.05
29.76,5.05
29.75,5.05
29.76,5.05
29.76,5.029999999999999
29.76,5.029999999999999
29.76,5.029999999999999
29.75,5.01
29.75,5.01
29.75,5.0200000000000005
29.75,5.01
29.76,5.04
29.75,5.04
29.76,5.05
29.76,5.04
29.76,5.05
29.76,5.07
29.75,5.0600000000000005
29.75,5.0600000000000005
29.75,5.05
29.76,5.05
29.75,5.05
29.75,5.05
29.75,5.029999999999999
29.75,5.04
29.74,5.0200000000000005
29.74,5.04
29.74,5.04
29.74,5.029999999999999
29.74,5.029999999999999
29.74,5.04
29.73,5.05
29.74,5.029999999999999
29.75,5.04
29.75,5.05
29.75,5.0600000000000005
29.74,5.04
29.74,5.05
29.74,5.0600000000000005
29.75,5.05
29.75,5.07
29.75,5.05
29.75,5.04
29.75,5.05
29.74,5.05
29.74,5.04
29.74,5.029999999999999
29.74,5.029999999999999
29.73,5.029999999999999
29.73,5.0200000000000005
29.73,5.029999999999999
29.73,5.029999999999999
29.73,4.99
29.73,5.01
29.73,5.029999999999999
29.73,5.029999999999999
29.73,5.05
29.73,5.05
29.74,5.04
29.73,5.029999999999999
29.73,5.05
29.74,5.04
29.74,5.05
29.73,5.029999999999999
29.73,5.0200000000000005
29.73,5.0200000000000005
29.73,5.01
29.73,5.0200000000000005
29.73,5.029999999999999
29.73,5.05
29.73,5.05
29.73,5.01
29.73,5.04
29.73,5.05
29.74,5.0600000000000005
29.74,5.07
29.74,5.05
29.73,5.05
29.73,5.0600000000000005
29.74,5.07
29.73,5.07
29.73,5.0600000000000005
29.73,5.04
29.73,5.0200000000000005
29.72,5.0
29.73,5.01
29.73,5.01
29.73,5.0
29.72,5.01
29.73,5.01
29.73,5.01
29.73,5.0200000000000005
29.73,5.05
29.73,5.0600000000000005
29.73,5.0600000000000005
29.73,5.07
29.73,5.0600000000000005
29.73,5.07
29.73,5.07
29.73,5.0600000000000005
29.73,5.0600000000000005
29.73,5.07
29.73,5.04
29.73,5.04
29.73,5.05
29.73,5.029999999999999
29.72,5.04
29.72,5.0200000000000005
29.72,5.01
29.72,5.0
29.72,5.01
29.72,5.01
29.72,5.0200000000000005
29.73,5.04
29.73,5.04
29.73,5.05
29.72,5.04
29.73,5.05
29.72,5.05
29.72,5.029999999999999
29.72,5.029999999999999
29.72,5.0600000000000005
29.72,5.05
29.72,5.04
29.72,5.029999999999999
29.73,5.029999999999999
29.72,5.04
29.72,5.05
29.72,5.04
29.72,5.05
29.72,5.05
29.72,5.05
29.72,5.029999999999999
29.71,5.0200000000000005
29.71,5.01
29.71,5.0200000000000005
29.71,5.029999999999999
29.71,5.04
29.72,5.05
29.72,5.05
29.72,5.04
29.71,5.029999999999999
29.71,5.029999999999999
29.7,5.0200000000000005
29.71,5.0200000000000005
29.7,5.05
29.71,5.04
29.71,5.029999999999999
29.71,5.05
29.71,5.0200000000000005
29.7,5.029999999999999
29.7,5.029999999999999
29.7,5.01
29.7,5.01
29.7,4.99
29.7,5.01
29.7,5.0
29.7,5.0
29.7,5.01
29.7,5.029999999999999
29.7,5.04
29.7,5.04
29.71,5.04
29.7,5.029999999999999
29.7,5.0200000000000005
29.71,5.029999999999999
29.7,5.029999999999999
29.7,5.0200000000000005
29.7,5.029999999999999
29.7,5.0200000000000005
29.7,5.04
29.7,5.05
29.71,5.04
29.71,5.0600000000000005
29.72,5.07
29.72,5.0600000000000005
29.71,5.07
29.7,5.05
29.71,5.029999999999999
29.7,5.04
29.7,5.05
29.7,5.04
29.7,5.05
29.7,5.04
29.7,5.029999999999999
29.7,5.01
29.7,5.0
29.7,4.99
29.7,5.0200000000000005
29.7,5.01
29.7,5.029999999999999
29.7,5.0600000000000005
29.7,5.05
29.7,5.05
29.7,5.029999999999999
29.7,5.029999999999999
29.7,5.01
29.7,5.029999999999999
29.7,5.04
29.7,5.029999999999999
29.7,5.029999999999999
29.7,5.029999999999999
29.7,5.0200000000000005
29.7,5.029999999999999
29.69,5.0200000000000005
29.69,5.01
29.69,5.029999999999999
29.7,5.029999999999999
29.7,5.029999999999999
29.7,5.029999999999999
29.7,5.029999999999999
29.7,5.0600000000000005
29.7,5.0600000000000005
29.7,5.08
29.7,5.0600000000000005
29.7,5.0600000000000005
29.7,5.04
29.7,5.04
29.69,5.029999999999999
29.69,5.01
29.7,5.04
29.7,5.029999999999999
29.7,5.029999999999999
29.69,5.029999999999999
29.69,5.01
29.68,4.99
29.68,5.0
29.68,5.0200000000000005
29.68,5.01
29.68,5.01
29.69,5.029999999999999
29.69,5.029999999999999
29.68,5.029999999999999
29.69,5.0200000000000005
29.68,5.0200000000000005
29.67,5.01
29.67,4.99
29.67,5.0
29.68,5.01
29.67,5.01
29.68,5.0
29.67,4.9799999999999995
29.67,5.01
29.68,5.01
29.68,5.0200000000000005
29.68,5.04
29.68,5.029999999999999
29.69,5.0200000000000005
29.68,5.04
29.68,5.04
29.68,5.04
29.67,5.029999999999999
29.67,5.01
29.68,5.01
29.67,5.0
29.68,5.0
29.67,5.01
29.68,5.0200000000000005
29.68,5.029999999999999
29.68,5.0200000000000005
29.68,5.05
29.68,5.05
29.68,5.04
29.68,5.05
29.68,5.05
29.68,5.029999999999999
29.67,5.029999999999999
29.67,5.0
29.67,5.01
29.67,5.029999999999999
29.67,5.0
29.67,5.0200000000000005
29.67,5.029999999999999
29.67,5.0200000000000005
29.67,5.0200000000000005
29.67,5.04
29.67,5.0200000000000005
29.68,5.04
29.67,5.04
29.68,5.029999999999999
29.67,5.029999999999999
29.67,5.029999999999999
29.67,5.029999999999999
29.67,5.04
29.67,5.0600000000000005
29.67,5.0600000000000005
29.68,5.029999999999999
29.67,5.01
29.67,5.01
29.67,5.0200000000000005
29.67,5.01
29.67,5.01
29.67,5.0200000000000005
29.67,5.0
29.67,5.0
29.67,4.99
29.67,5.0200000000000005
29.67,5.029999999999999
29.67,5.01
29.67,5.04
29.67,5.029999999999999
29.67,5.05
29.67,5.05
29.67,5.07
29.67,5.029999999999999
29.67,5.029999999999999
29.67,5.029999999999999
29.67,5.029999999999999
29.67,5.0600000000000005
29.67,5.0600000000000005
29.67,5.09
29.68,5.09
29.67,5.08
29.67,5.07
29.67,5.05
29.66,5.04
29.67,5.04
29.67,5.04
29.67,5.05
29.67,5.05
29.67,5.029999999999999
29.67,5.01
29.66,4.99
29.66,4.99
29.66,5.0200000000000005
29.66,5.029999999999999
29.67,5.0200000000000005
29.66,5.0200000000000005
29.67,5.01
29.67,5.029999999999999
29.66,5.029999999999999
29.67,4.99
29.66,5.0200000000000005
29.67,5.01
29.67,5.029999999999999
29.67,5.029999999999999
29.66,5.0200000000000005
29.66,5.0200000000000005
29.66,5.0200000000000005
29.65,5.01
29.66,5.0
29.66,5.04
29.66,5.029999999999999
29.66,5.029999999999999
29.66,5.04
29.66,5.029999999999999
29.67,5.05
29.67,5.05
29.67,5.07
29.67,5.07
29.67,5.08
29.67,5.0600000000000005
29.67,5.0600000000000005
29.67,5.0600000000000005
29.67,5.05
29.66,5.04
29.67,5.029999999999999
29.66,5.04
29.67,5.05
29.67,5.05
29.67,5.07
29.67,5.07
29.67,5.11
29.68,5.14
29.69,5.16
29.7,5.1899999999999995
29.7,5.17
29.7,5.1899999999999995
29.71,5.1899999999999995
29.7,5.1899999999999995
29.7,5.2
29.71,5.21
29.7,5.21
29.71,5.21
29.71,5.220000000000001
29.71,5.2299999999999995
29.71,5.21
29.72,5.21
29.71,5.2
29.71,5.220000000000001
29.71,5.220000000000001
29.71,5.2
29.71,5.220000000000001
29.71,5.21
29.71,5.2299999999999995
29.71,5.25
29.72,5.2299999999999995
29.72,5.26
29.72,5.2700000000000005
29.72,5.25
29.72,5.2700000000000005
29.72,5.24
29.72,5.25
29.72,5.26
29.71,5.2299999999999995
29.72,5.25
29.72,5.25
29.71,5.2299999999999995
29.71,5.24
29.72,5.24
29.71,5.26
29.72,5.279999999999999
29.72,5.279999999999999
29.72,5.26
29.73,5.26
29.73,5.2700000000000005
29.73,5.3100000000000005
29.73,5.3100000000000005
29.73,5.279999999999999
29.73,5.29
29.72,5.2700000000000005
29.73,5.29
29.73,5.29
29.73,5.29
29.73,5.3
29.73,5.3100000000000005
29.72,5.29
29.73,5.29
29.73,5.29
29.73,5.3
29.73,5.3100000000000005
29.73,5.3100000000000005
29.73,5.3100000000000005
29.73,5.3
29.73,5.32
29.73,5.33
29.73,5.33
29.73,5.32
29.73,5.3
29.73,5.29
29.73,5.3
29.73,5.29
29.73,5.2700000000000005
29.72,5.2700000000000005
29.72,5.279999999999999
29.72,5.29
29.72,5.29
29.73,5.279999999999999
29.73,5.279999999999999
29.73,5.2700000000000005
29.72,5.2700000000000005
29.72,5.2700000000000005
29.73,5.26
29.72,5.25
29.71,5.26
29.72,5.2700000000000005
29.73,5.29
29.73,5.279999999999999
29.73,5.29
29.72,5.26
29.72,5.25
29.72,5.26
29.72,5.26
29.71,5.2700000000000005
29.72,5.2700000000000005
29.73,5.2700000000000005
29.72,5.26
29.72,5.2700000000000005
29.72,5.2700000000000005
29.72,5.279999999999999
29.72,5.29
29.71,5.279999999999999
29.71,5.279999999999999
29.71,5.279999999999999
29.72,5.2700000000000005
29.72,5.2700000000000005
29.72,5.279999999999999
29.72,5.3
29.72,5.29
29.73,5.3
29.73,5.3100000000000005
29.73,5.3100000000000005
29.73,5.3
29.72,5.3
29.72,5.29
29.72,5.3
29.72,5.29
29.72,5.29
29.72,5.279999999999999
29.71,5.279999999999999
29.72,5.29
29.72,5.32
29.73,5.35
29.74,5.38
29.75,5.41
29.76,5.4399999999999995
29.76,5.45
29.75,5.45
29.76,5.46
29.76,5.4799999999999995
29.77,5.4799999999999995
29.77,5.470000000000001
29.76,5.49
29.77,5.49
29.77,5.49
29.76,5.5
29.77,5.49
29.78,5.4799999999999995
29.78,5.49
29.78,5.5
29.78,5.49
29.78,5.4799999999999995
29.78,5.5
29.79,5.5
29.79,5.51
29.78,5.49
29.78,5.49
29.78,5.5
29.79,5.4799999999999995
29.78,5.49
29.78,5.470000000000001
29.79,5.470000000000001
29.78,5.45
29.79,5.46
29.78,5.470000000000001
29.78,5.5
29.78,5.5
29.79,5.470000000000001
29.78,5.49
29.78,5.49
29.78,5.49
29.77,5.49
29.79,5.470000000000001
29.78,5.5
29.78,5.5
29.79,5.51
29.79,5.5
29.79,5.5
29.79,5.51
29.79,5.5200000000000005
29.79,5.51
29.78,5.49
29.79,5.49
29.78,5.49
29.78,5.4799999999999995
29.78,5.49
29.77,5.49
29.78,5.49
29.77,5.49
29.77,5.4799999999999995
29.78,5.4799999999999995
29.78,5.49
29.78,5.51
29.77,5.51
29.77,5.51
29.77,5.51
29.78,5.5200000000000005
29.8,5.61
29.83,5.7700000000000005
29.86,5.88
29.91,6.01
29.95,6.13
29.97,6.2299999999999995
30.0,6.3100000000000005
30.01,6.35
30.03,6.36
30.03,6.39
30.04,6.4
30.04,6.43
30.05,6.43
30.05,6.409999999999999
30.05,6.38
30.05,6.39
30.06,6.409999999999999
30.06,6.409999999999999
30.06,6.43
30.06,6.43
30.06,6.42
30.06,6.45
30.06,6.45
30.06,6.459999999999999
30.06,6.4799999999999995
30.05,6.4799999999999995
30.05,6.45
30.05,6.44
30.05,6.43
30.05,6.470000000000001
30.07,6.6
30.12,6.7299999999999995
30.16,6.859999999999999
30.19,6.99
30.22,7.12
30.25,7.18
30.26,7.25
30.27,7.3
30.28,7.31
30.28,7.340000000000001
30.29,7.37
30.29,7.37
30.29,7.38
30.29,7.390000000000001
30.3,7.38
30.29,7.4
30.3,7.42
30.3,7.42
30.3,7.43
30.3,7.409999999999999
30.29,7.4
30.29,7.390000000000001
30.29,7.4
30.29,7.4
30.29,7.42
30.29,7.42
30.3,7.44
30.3,7.45
30.3,7.45
30.3,7.5
30.34,7.62
30.37,7.76
30.4,7.9
30.43,8.03
30.45,8.15
30.48,8.209999999999999
30.49,8.290000000000001
30.5,8.33
30.51,8.379999999999999
30.51,8.39
30.51,8.41
30.51,8.4
